,name,domain,year founded,industry,size range,city, state,country,linkedin url,current employee estimate,total employee estimate,Score,reviews,salaries,interviews,KMT,market_cap,enterprise_value,trailing_pe,forward_pe,peg_ratio_5,price_sales,price_book,enterprise_value_revenue,enterprise_value_ebitda,profit_margin,operating_margin,return_on_assets,return_on_equity,revenue,revenue_per_share,quarterly_revenue_share,gross_profit,ebitda,net_income_avi_to_common,diluted_eps,quarterly_earnings_growth,total_cash,total_cash_per_share,total_dept,total_dept_per_equity,operating_cash_flow,leveraged_free_cash_flow,stock_beta_3y,stock 52_week,stock_sp500_52_week,stock_52_week_high,stock_52_week_low
6027224,cmc,cmcturkey.com,2000.0,outsourcing/offshoring,1001 - 5000,kâğıthane, istanbul, turkey,turkey,linkedin.com/company/cmc,1352,2217,3.4,696,864,137,CMCO,935610000.0,1190000000.0,17.32,12.01,0.69,1.09,2.02,1.39,9.43,0.0634,0.1157,0.056799999999999996,0.1219,854470000.0,36.45,-0.044000000000000004,305990000.0,126380000.0,54140000.0,2.28,0.043,71980000.0,3.04,313190000.0,67.53,89790000.0,96970000.0,1.71,0.1073,0.1325,43.09,27.66
1704977,petrobras,petrobras.com.br,1953.0,oil & energy,10001+,rio de janeiro, rio de janeiro, brazil,brazil,linkedin.com/company/petrobras,31454,51919,4.2,663,819,49,PBR,97660000000.0,102010000000.0,NaN,11.49,-0.74,NaN,NaN,NaN,NaN,0.1125,0.0,0.049100000000000005,0.08869999999999999,NaN,NaN,-0.135,124540000000.0,NaN,NaN,NaN,0.368,NaN,NaN,NaN,120.86,NaN,NaN,2.05,0.0742,0.1325,17.9,11.89
1876346,milacron,milacron.com,1884.0,machinery,1001 - 5000,cincinnati, ohio, united states,united states,linkedin.com/company/milacron,676,1728,3.0,84,75,20,MCRN,1190000000.0,1840000000.0,34.32,11.7,4.1,1.15,2.25,1.78,13.16,0.034,0.08929999999999999,0.0336,0.052199999999999996,1030000000.0,14.77,-0.188,388700000.0,139900000.0,27800000.0,0.49,0.752,147800000.0,2.09,796600000.0,150.53,77400000.0,71670000.0,NaN,0.15839999999999999,0.1325,17.39,11.11
5578985,apollo,apollo.lt,2002.0,entertainment,201 - 500,vilnius, vilniaus apskritis, lithuania,lithuania,linkedin.com/company/apollo,111,129,3.4,73,76,34,AINV,1090000000.0,2630000000.0,18.41,8.92,2.79,4.14,0.87,10.04,NaN,0.2347,0.764,0.047400000000000005,0.046900000000000004,262279999.99999997,3.78,0.065,255080000.0,NaN,61560000.0,0.89,-0.748,36440000.0,0.55,1580000000.0,126.39,-432940000.0,73340000.0,NaN,0.044500000000000005,0.1325,17.0,12.05
196283,trimet,trimet.org,1969.0,transportation/trucking/railroad,1001 - 5000,portland, oregon, united states,united states,linkedin.com/company/trimet,663,1033,3.0,67,53,7,TMIAF,21330000.0,24490000.0,NaN,NaN,NaN,NaN,0.94,NaN,-23.22,0.0,0.0,-0.0151,-0.39030000000000004,NaN,NaN,NaN,-21350.0,-1050000.0,-11050000.0,-0.05,NaN,4970.0,0.0,NaN,NaN,-770900.0,-681970.0,1.89,0.6638,0.1325,0.1,0.02
2018559,cartier,cartier.com,1847.0,luxury goods & jewelry,5001 - 10000,paris, île-de-france, france,france,linkedin.com/company/cartier,3043,9126,3.7,207,224,59,ECRFF,17860000.0,20040000.0,NaN,NaN,NaN,NaN,0.92,NaN,NaN,0.0,0.0,-0.1609,-0.24609999999999999,NaN,NaN,NaN,NaN,NaN,NaN,-0.001,NaN,NaN,NaN,NaN,0.85,NaN,NaN,0.81,0.028900000000000002,0.1325,0.17,0.08
4222069,fujifilm,fujifilmusa.com,1934.0,executive office,1001 - 5000,valhalla, new york, united states,united states,linkedin.com/company/fujifilm,1317,3316,3.3,136,147,24,FUJIF,18280000000.0,17730000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0518,0.0,0.0378,0.0634,NaN,NaN,-0.052000000000000005,997520000000.0,NaN,NaN,NaN,-0.48200000000000004,NaN,NaN,NaN,27.26,NaN,NaN,0.69,0.006999999999999999,0.1325,50.75,38.68
1979975,thq,thq.com,1990.0,computer games,201 - 500,agoura hills, california, united states,united states,linkedin.com/company/thq,148,2143,3.2,104,234,17,THQ,747990000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0039000000000000003,0.1325,18.88,15.16
972789,cei,ceiamerica.com,1992.0,information technology and services,1001 - 5000,pittsburgh, pennsylvania, united states,united states,linkedin.com/company/cei-ceiamerica-com,521,1077,3.8,85,395,27,BCEI,393510000.0,508910000.0,2.24,3.06,0.21,1.31,0.42,1.7,2.04,0.5871999999999999,0.5961,0.1045,0.2079,299770000.0,14.56,0.011000000000000001,221310000.0,249640000.0,176020000.0,8.51,-0.172,8369999.999999999,0.41,119030000.0,12.69,212580000.0,-175990000.0,1.4,-0.2984,0.1325,28.0,17.56
3972383,funko,funko.com,1998.0,consumer goods,201 - 500,everett, washington, united states,united states,linkedin.com/company/funko,204,286,2.8,73,39,17,FNKO,699750000.0,884020000.0,18.73,9.83,6.59,0.86,2.19,1.09,6.94,0.028300000000000002,0.1043,0.0728,0.1814,814800000.0,28.72,0.262,258010000.0,127460000.0,23090000.0,0.76,4.503,13490000.0,0.39,308340000.0,100.57,91570000.0,53850000.0,1.99,-0.1479,0.1325,27.89,11.22
1065625,ads,adstransitions.com,1995.0,real estate,501 - 1000,denver, colorado, united states,united states,linkedin.com/company/ads,295,334,3.8,71,65,15,ADAP,89400000.0,12080000.0,NaN,-0.77,-0.6,47.73,0.61,6.45,-0.09,0.0,-75.55850000000001,-0.34159999999999996,-0.6794,1870000.0,0.02,-0.9940000000000001,-38760000.0,-133509999.99999999,-143970000.0,-1.375,NaN,102860000.0,0.98,24940000.0,16.89,-131660000.0,-94110000.0,NaN,-0.8443999999999999,0.1325,6.55,0.8
2607955,davidson,davidsonwp.com,1991.0,staffing and recruiting,201 - 500,brisbane, queensland, australia,australia,linkedin.com/company/davidsongroup,136,434,4.5,69,59,8,HOG,5830000000.0,12830000000.0,14.76,10.86,1.68,1.07,3.14,2.36,15.23,0.0755,0.1148,0.037000000000000005,0.2059,5440000000.0,34.16,-0.033,1910000000.0,842420000.0,410630000.0,2.56,-0.24,482110000.0,3.16,7470000000.0,406.75,932010000.0,281790000.0,1.22,-0.073,0.1325,43.69,30.17
2706450,psi,strongpoint.com,2002.0,information technology and services,1001 - 5000,akre, hordaland, norway,norway,linkedin.com/company/strongpoint-group,519,839,3.4,68,61,13,CPSI,371240000.0,479640000.0,21.86,10.39,-10.11,1.34,2.08,1.74,13.9,0.060899999999999996,0.0916,0.047400000000000005,0.1041,276320000.0,20.14,-0.009000000000000001,149730000.0,34490000.0,16230000.0,1.18,-0.281,3990000.0,0.29,129030000.0,75.0,34590000.0,34910000.0,0.5,0.0031,0.1325,34.0,20.72
1083680,advantage,advantageitalia.com,2006.0,marketing and advertising,51 - 200,udine, friuli venezia giulia, italy,italy,linkedin.com/company/advantage-italia-srl,18,31,2.9,67,66,12,BTA,168310000.0,279530000.0,15.07,NaN,NaN,13.21,1.01,21.94,NaN,0.8764,0.8549,0.0241,0.0672,12740000.0,0.95,-0.001,12740000.0,NaN,11170000.0,0.83,14.075,NaN,NaN,110680000.0,66.1,9630000.0,-231240.0,0.19,0.1416,0.1325,13.35,10.55
1606550,tds,transitionaldata.com,2002.0,information technology and services,201 - 500,westborough, massachusetts, united states,united states,linkedin.com/company/tds_61509,216,351,3.2,66,108,15,TDS,2710000000.0,6100000000.0,22.11,31.88,0.28,0.52,0.58,1.18,5.49,0.024399999999999998,0.0375,0.0118,0.0285,5170000000.0,45.57,0.019,2770000000.0,1110000000.0,126000000.0,1.07,-0.609,853000000.0,7.44,3470000000.0,64.25,1080000000.0,-254620000.0,1.07,-0.321,0.1325,37.29,21.44
2310847,aztec,aztecoffice.com,1984.0,information technology and services,201 - 500,middletown, connecticut, united states,united states,linkedin.com/company/aztec,113,182,3.9,66,41,5,AZGFF,247100.0,1870000.0,NaN,NaN,NaN,NaN,NaN,NaN,-1.44,0.0,0.0,-1.3608000000000002,NaN,NaN,NaN,NaN,NaN,-1300000.0,-1480000.0,-0.004,NaN,3440.0,0.0,1160000.0,NaN,-1130000.0,-189930.0,-3.15,5.6667,0.1325,0.004,0.0001
6928176,basic energy services,basicenergyservices.com,1992.0,oil & energy,1001 - 5000,fort worth, texas, united states,united states,linkedin.com/company/basic-energy-services,646,1513,3.0,65,61,7,BAS,14100000.0,317210000.0,NaN,-0.15,0.0,0.02,0.11,0.4,8.88,-0.1769,-0.1042,-0.0716,-0.7240000000000001,795770000.0,29.96,-0.276,218300000.0,35730000.0,-140810000.0,-5.308,NaN,50460000.0,2.1,353390000.0,276.2,46470000.0,59060000.0,2.1,-0.9179,0.1325,7.43,0.534
2019108,keane group,keanegrp.com,1973.0,oil & energy,1001 - 5000,houston, texas, united states,united states,linkedin.com/company/the-keane-group,627,1037,2.9,64,51,11,FRAC,477820000.0,738410000.0,50.0,-17.5,0.15,0.25,1.03,0.39,2.24,0.0053,0.0256,0.027999999999999997,0.0209,1890000000.0,17.91,-0.261,476660000.0,329540000.0,10120000.0,0.091,NaN,117090000.0,1.12,401970000.0,86.4,348810000.0,38910000.0,1.4,-0.5648,0.1325,12.5,4.05
2793263,nuvi,nuvi.com,2011.0,computer software,51 - 200,lindon, utah, united states,united states,linkedin.com/company/nuvi,90,319,2.8,66,64,15,NUVI,227200.0,368430.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-8870.0,-0.0,-1.0,NaN,NaN,13430.0,NaN,NaN,NaN,0.94,7.264500000000001,0.1325,0.023,0.0012
450363,abengoa,abengoa.com,2010.0,renewables & environment,5001 - 10000,seville, seville, spain,spain,linkedin.com/company/abengoa,3023,10746,3.6,206,242,21,ABGOF,218910000.0,357780000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5698,0.0,0.028900000000000002,NaN,NaN,NaN,0.044000000000000004,820500000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.36,-0.05,0.1325,0.04,0.019
6574862,cimpress,cimpress.com,1995.0,internet,1001 - 5000,venlo, limburg, netherlands,netherlands,linkedin.com/company/cimpress,711,1288,4.3,141,294,49,CMPR,3830000000.0,5400000000.0,34.39,32.54,1.81,1.37,NaN,1.93,15.07,0.0464,0.0779,0.0747,1.5294999999999999,2800000000.0,91.67,0.076,1350000000.0,358210000.0,129720000.0,4.11,NaN,31230000.0,1.12,1440000000.0,NaN,371780000.0,174340000.0,0.05,0.165,0.1325,142.85,73.74
3845400,into,into.nu,2002.0,information technology and services,201 - 500,breda, noord-brabant, netherlands,netherlands,linkedin.com/company/into-,130,245,3.7,132,86,19,RIO,88400000000.0,94620000000.0,6.54,NaN,NaN,2.14,2.16,2.29,5.34,0.3239,0.3337,0.0977,0.266,41330000000.0,24.8,0.040999999999999995,13410000000.0,17720000000.0,13390000000.0,7.97,-0.057,9620000000.0,5.88,14160000000.0,31.97,12980000000.0,9050000000.0,0.8,0.0593,0.1325,64.02,44.62
3961684,greif,greif.com,1877.0,packaging and containers,1001 - 5000,delaware, ohio, united states,united states,linkedin.com/company/greif,1426,3347,3.6,122,171,18,GEF,2170000000.0,4950000000.0,13.69,10.67,1.02,0.5,1.79,1.14,8.06,0.0336,0.10039999999999999,0.0617,0.1422,4350000000.0,90.42,0.23800000000000002,788900000.0,613900000.0,146100000.0,3.03,-0.07400000000000001,75800000.0,1.57,2930000000.0,244.57,391300000.0,33400000.0,1.38,-0.17559999999999998,0.1325,52.92,29.85
11603,rignet,rig.net,2001.0,oil & energy,501 - 1000,houston, texas, united states,united states,linkedin.com/company/rignet,327,715,2.2,76,66,9,RNET,115230000.0,217270000.0,NaN,-23.5,-2.65,0.48,2.57,0.91,7.7,-0.2859,-0.0060999999999999995,-0.0037,-0.9144,239080000.0,12.19,-0.057999999999999996,92250000.0,28230000.0,-68350000.0,-3.48,NaN,14270000.0,0.72,119970000.0,275.76,-19620000.0,22090000.0,1.73,-0.6665000000000001,0.1325,18.74,4.76
2182965,gcp applied technologies,gcpat.com,2016.0,building materials,1001 - 5000,cambridge, massachusetts, united states,united states,linkedin.com/company/gcp-applied-technologies,588,781,3.4,76,45,9,GCP,1650000000.0,1750000000.0,25.31,24.92,NaN,1.6,3.21,1.7,13.26,0.0629,0.0872,0.0437,0.1115,1030000000.0,14.24,-0.099,410100000.0,132199999.99999999,54400000.0,0.9,-0.34600000000000003,303800000.0,4.18,383200000.0,74.25,76700000.0,6200000.0,0.85,-0.13470000000000001,0.1325,31.74,16.51
5848568,fcc,fcc.com.br,1969.0,chemicals,501 - 1000,califórnia, parana, brazil,brazil,linkedin.com/company/fcc_3,275,526,4.2,73,71,4,FCCO,144140000.0,164670000.0,13.68,13.68,NaN,3.02,1.21,3.45,NaN,0.2297,0.3086,0.009899999999999999,0.0966,47720000.0,6.32,0.063,46050000.0,NaN,10960000.0,1.42,0.023,33229999.999999996,4.48,52790000.0,NaN,10480000.0,NaN,0.88,-0.17129999999999998,0.1325,23.96,17.08
1788168,buckeye partners,buckeye.com,1886.0,oil & energy,1001 - 5000,houston, texas, united states,united states,linkedin.com/company/buckeye-partners,772,1251,3.2,69,154,14,BPL,6380000000.0,NaN,8.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1590000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,42.65,25.71
2254866,priority,findingtherightfit.ca,1993.0,human resources,11 - 50,fredericton, new brunswick, canada,canada,linkedin.com/company/priority-personnel-inc-,6,19,3.9,67,67,10,PRTH,218440000.0,707750000.0,NaN,-7.02,NaN,0.53,NaN,1.72,15.56,-0.0652,0.0424,0.030699999999999998,NaN,411460000.0,6.2,0.025,110060000.0,45500000.0,-26810000.0,-0.404,NaN,5520000.0,0.08,490510000.0,NaN,20150000.0,-152260000.0,NaN,-0.6553,0.1325,10.01,3.12
104079,regency centers,regencycenters.com,1963.0,real estate,501 - 1000,jacksonville, florida, united states,united states,linkedin.com/company/regency-centers,446,1032,4.1,66,93,4,REG,10840000000.0,14980000000.0,39.18,41.74,4.59,9.2,1.73,12.71,19.85,0.23600000000000002,0.35350000000000004,0.023399999999999997,0.0437,1180000000.0,7.01,0.016,854450000.0,754520000.0,278040000.0,1.65,-0.183,45920000.0,0.28,4110000000.0000005,64.88,614930000.0,523630000.0,0.46,0.0365,0.1325,70.26,55.5
3457783,marinemax,marinemax.com,1998.0,retail,1001 - 5000,clearwater, florida, united states,united states,linkedin.com/company/marinemax,618,1319,3.1,66,51,13,HZO,353380000.0,621620000.0,10.39,9.22,0.34,0.29,0.94,0.5,8.65,0.0291,0.0489,0.053099999999999994,0.09970000000000001,1240000000.0,55.49,-0.001,322830000.0,71820000.0,35980000.0,1.57,-0.42100000000000004,38510000.0,1.81,312060000.0,84.61,NaN,NaN,0.87,-0.3012,0.1325,24.55,13.73
1482825,nv5,nv5.com,1947.0,civil engineering,501 - 1000,hollywood, florida, united states,united states,linkedin.com/company/nv5,469,987,3.6,64,163,6,NVEE,674500000.0,766020000.0,24.13,11.81,0.72,1.37,1.99,1.56,12.51,0.056600000000000004,0.07440000000000001,0.050199999999999995,0.0855,491680000.0,40.83,0.258,201400000.0,61220000.0,27840000.0,2.24,-0.198,31430000.0,2.45,101770000.0,29.24,38990000.0,30910000.0,1.46,-0.2632,0.1325,85.6,51.46
725002,seres,projectseres.org,2009.0,environmental services,51 - 200,el alto, sacatepequez, guatemala,guatemala,linkedin.com/company/seres,19,39,2.1,64,50,27,MCRB,258279999.99999997,195670000.0,NaN,-3.84,0.02,6.89,NaN,5.22,-3.01,-1.9404,-1.9424000000000001,-0.3906,NaN,37510000.0,0.76,-0.22399999999999998,-67690000.0,-65069999.99999999,-72790000.0,-1.476,NaN,83790000.0,1.2,21180000.0,NaN,-49810000.0,-28710000.0,1.76,-0.5529999999999999,0.1325,8.82,2.02
6637907,interface,interface.com,1973.0,textiles,1001 - 5000,atlanta, georgia, united states,united states,linkedin.com/company/interface,1382,2760,1.9,63,21,12,TILE,974720000.0,1630000000.0,14.4,9.93,0.33,0.73,2.73,1.22,8.39,0.0516,0.1056,0.064,0.19469999999999998,1340000000.0,22.64,0.094,451020000.0,194730000.0,69160000.0,1.16,2.207,85210000.0,1.46,743310000.0,207.99,123000000.0,58220000.0,1.57,0.006,0.1325,19.4,10.37
2936352,sika,sika.com,1910.0,chemicals,10001+,baar, zug, switzerland,switzerland,linkedin.com/company/sika,3742,7672,3.3,183,202,29,SKFOF,24520000000.0,24100000000.0,37.64,NaN,NaN,NaN,17.57,NaN,NaN,0.09449999999999999,0.0,0.07440000000000001,0.33140000000000003,NaN,NaN,0.076,3750000000.0,NaN,NaN,4.52,0.036000000000000004,NaN,NaN,NaN,169.39,NaN,NaN,NaN,0.3194,0.1325,189.23,121.0
1721155,rhythm,rhythm.digital,2012.0,design,11 - 50,manchester, manchester, united kingdom,united kingdom,linkedin.com/company/rhythm,15,16,3.7,117,171,19,IRTC,1670000000.0,1570000000.0,NaN,-48.49,NaN,8.34,11.05,7.86,-33.53,-0.2645,-0.2475,-0.1437,-0.5078,199660000.0,8.09,0.469,108710000.0,-46800000.0,-52810000.0,-2.14,NaN,152720000.0,6.05,130060000.0,90.3,NaN,NaN,1.7,-0.07769999999999999,0.1325,98.13,56.24
2656422,ecc,ecc.net,1985.0,construction,1001 - 5000,burlingame, california, united states,united states,linkedin.com/company/ecc,988,1878,3.0,80,68,11,GECC,82920000.0,197360000.0,NaN,7.85,NaN,3.17,0.8,7.56,NaN,-0.1502,0.7615000000000001,0.04,-0.0342,26120000.0,2.6,-0.063,27750000.0,NaN,-3920000.0,-0.39,NaN,2540000.0,0.25,116880000.0,112.78,-23610000.0,39620000.0,0.8,0.0286,0.1325,9.05,7.47
4920375,kubota,kubota-global.net,1890.0,machinery,1001 - 5000,os, hordaland, norway,japan,linkedin.com/company/kubota,802,1494,3.5,69,125,16,KUBTF,18920000000.0,19420000000.0,15.75,NaN,NaN,NaN,1.57,NaN,NaN,0.0797,0.0,0.043899999999999995,0.1143,NaN,NaN,0.069,527390000000.0,NaN,NaN,0.99,0.213,NaN,NaN,NaN,59.03,NaN,NaN,1.47,-0.0124,0.1325,17.0,13.17
779208,westwood,westwood.com.eg,2015.0,real estate,1 - 10,cairo, al qahirah, egypt,egypt,linkedin.com/company/westwood,2,5,2.5,68,53,8,WHG,277600000.0,172730000.0,29.96,NaN,NaN,3.03,1.75,1.89,11.34,0.0959,0.1383,0.042800000000000005,0.0558,91580000.0,10.89,-0.33399999999999996,62340000.0,15240000.0,8780000.0,1.04,-0.792,101220000.0,12.07,9710000.0,6.47,50020000.0,18620000.0,1.35,-0.21710000000000002,0.1325,41.01,26.55
6575640,sdi,sdihealth.com,1982.0,pharmaceuticals,501 - 1000,plymouth meeting, pennsylvania, united states,united states,linkedin.com/company/sdi,369,748,3.0,68,42,8,TDG,29310000000.0,43310000000.0,41.23,25.78,1.97,5.99,NaN,8.84,19.92,0.1576,0.4071,0.08439999999999999,NaN,4900000000.0,87.29,0.691,2200000000.0,2170000000.0,748880000.0,13.32,-0.335,2720000000.0,50.96,17050000000.0,NaN,1100000000.0,333910000.0,1.01,0.5809000000000001,0.1325,555.27,311.46
4216584,versum materials,versummaterials.com,2016.0,semiconductors,501 - 1000,tempe, arizona, united states,united states,linkedin.com/company/versum-materials,343,400,2.8,65,45,22,VSM,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,584200000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,53.0,0.0
6884908,endeavors,endeavorsinc.net,2013.0,management consulting,1 - 10,hillsborough, north carolina, united states,united states,linkedin.com/company/endeavors,2,3,3.5,63,36,7,IDVV,218190.0,542120.0,NaN,NaN,NaN,3.6,1.0,8.96,-41.9,-2.0209,-0.2378,-0.0241,-1.2908000000000002,60530.0,0.0,0.305,60530.0,-12940.0,-122330.0,-0.01,NaN,3310.0,0.0,504130.0,1500.02,-76520.0,-767.0,-1.09,-0.8983,0.1325,0.048,0.003
6613417,cyrusone,cyrusone.com,2000.0,information technology and services,501 - 1000,carrollton, texas, united states,united states,linkedin.com/company/cyrusone,253,476,3.8,62,36,12,CONE,7280000000.0,10170000000.0,NaN,3215.0,3.31,7.67,3.01,10.72,21.35,-0.013000000000000001,0.0726,0.0076,-0.0053,948700000.0,8.62,0.214,529000000.0,476400000.0,-13100000.0,-0.12,NaN,51700000.0,0.46,2930000000.0,121.28,383400000.0,381800000.0,0.5,0.204,0.1325,79.73,48.94
4222171,blackhawk,toolservice.com,1947.0,wholesale,51 - 200,milwaukee, wisconsin, united states,united states,linkedin.com/company/tool-service-blackhawk,31,56,3.0,62,36,5,BHWB,89090000.0,77030000.0,9.52,NaN,NaN,1.97,0.93,1.7,NaN,0.2065,0.26789999999999997,0.010700000000000001,0.1058,45280000.0,13.76,0.268,37830000.0,NaN,9350000.0,2.84,0.326,41260000.0,12.53,29200000.0,NaN,NaN,NaN,0.05,-0.066,0.1325,29.4,25.0
5708444,simon,simon.com.tr,1916.0,electrical/electronic manufacturing,1001 - 5000,barcelona, catalonia, spain,spain,linkedin.com/company/simon,423,930,3.5,62,26,6,SPG,47360000000.0,72070000000.0,20.71,21.59,2.71,8.36,18.01,12.73,17.32,0.4069,0.4985,0.054400000000000004,0.7203,5660000000.0,18.35,0.02,4620000000.0,4160000000.0,2300000000.0,7.45,-0.022000000000000002,3650000000.0,11.89,27160000000.0,821.35,3850000000.0,1890000000.0,0.53,-0.158,0.1325,191.49,145.28
4751938,atento,atento.com,1999.0,telecommunications,10001+,madrid, madrid, spain,united states,linkedin.com/company/atento,8980,29830,3.3,4000.0,7600.0,597,ATTO,217920000.0,784980000.0,NaN,9.32,2.61,0.13,0.75,0.45,5.78,-0.0206,0.029500000000000002,0.0241,-0.1103,1730000000.0,23.41,-0.068,396220000.0,135860000.0,-35610000.0,-0.482,NaN,116620000.0,1.57,691200000.0,243.01,58460000.0,81080000.0,0.8,-0.529,0.1325,6.36,2.1
1581034,temenos,temenos.com,1993.0,computer software,5001 - 10000,birmingham, alabama, united states,united states,linkedin.com/company/temenos,2636,5883,3.1,594,502,169,TMNSF,10340000000.0,11240000000.0,55.25,35.23,2.76,11.22,28.45,12.19,39.21,0.20629999999999998,0.2621,0.0898,0.6487999999999999,921880000.0,13.14,0.09699999999999999,611670000.0,286600000.0,190160000.0,2.6,0.053,76710000.0,1.09,1220000000.0,343.05,362520000.0,259130000.0,0.94,-0.1369,0.1325,200.0,114.02
4250521,ansell,ansell.com,1905.0,consumer goods,1001 - 5000,iselin, new jersey, united states,united states,linkedin.com/company/ansell-healthcare,1259,2640,3.1,114,130,15,ANSLF,2590000000.0,2610000000.0,22.78,NaN,NaN,1.73,1.75,1.74,11.0,0.0745,0.1362,0.0521,0.0764,1500000000.0,11.08,0.008,584000000.0,237000000.0,111700000.0,0.81,0.287,397500000.0,3.0,545300000.0,38.66,188900000.0,121850000.0,0.97,-0.075,0.1325,20.0,16.6
6006158,resolute forest products,resolutefp.com,2007.0,paper & forest products,1001 - 5000,montréal, quebec, canada,canada,linkedin.com/company/resolute-forest-products,1679,4338,2.5,109,127,13,RFP,352710000.0,779240000.0,6.15,5.06,-66.86,0.11,0.23,0.25,2.07,0.018799999999999997,0.0634,0.0323,0.035699999999999996,3190000000.0,34.74,-0.276,1220000000.0,377000000.0,60000000.0,0.642,NaN,69000000.0,0.76,490000000.0,31.57,204000000.0,357380000.0,1.69,-0.6744,0.1325,12.4,3.4
4342124,icr,icrinc.com,1998.0,public relations and communications,501 - 1000,norwalk, connecticut, united states,united states,linkedin.com/company/icr,302,598,4.4,66,51,8,AMD,41780000000.0,40780000000.0,196.44,34.42,1.66,6.94,19.21,6.77,73.22,0.0347,0.0591,0.0464,0.1266,6020000000.0,5.7,0.09,2490000000.0,557000000.0,209000000.0,0.19,0.17600000000000002,1210000000.0,1.09,1110000000.0,51.06,171000000.0,17880000.0,3.06,0.7081999999999999,0.1325,37.96,16.03
5178614,gtl,gtl-international.com,1997.0,logistics and supply chain,1 - 10,moirans, auvergne-rhône-alpes, france,france,linkedin.com/company/gtl-international,2,2,2.5,64,79,10,GTLS,1990000000.0,2800000000.0,23.37,11.26,0.47,1.6,1.66,2.25,15.39,0.0655,0.08990000000000001,0.0331,0.051399999999999994,1250000000.0,38.03,0.314,298300000.0,182100000.0,52000000.0,2.38,-0.158,80700000.0,2.25,843900000.0,70.14,79000000.0,59950000.0,1.21,-0.1441,0.1325,95.66,54.01
5284796,agio,agio.com,2010.0,information technology and services,201 - 500,new york, new york, united states,united states,linkedin.com/company/agio-technology,120,268,3.6,64,61,4,AGIO,2020000000.0,1660000000.0,NaN,-5.12,-0.12,17.97,4.51,14.8,-4.07,0.0,-3.705,-0.3201,-0.6635,112480000.0,1.92,0.7120000000000001,-248330000.0,-408720000.0,-400920000.0,-6.85,NaN,451900000.0,7.67,115390000.0,25.74,-351200000.0,-197620000.0,2.22,-0.4947,0.1325,70.7,28.36
5263221,pattern energy group,patternenergy.com,2013.0,renewables & environment,201 - 500,san francisco, california, united states,united states,linkedin.com/company/pattern-energy,248,357,3.6,64,32,9,PEGI,2710000000.0,6360000000.0,NaN,153.17,-1.61,5.46,3.43,12.8,21.2,-0.2052,-0.1026,-0.0059,-0.08470000000000001,497000000.0,5.09,0.008,304000000.0,300000000.0,-102000000.0,-1.17,NaN,106000000.0,1.08,2730000000.0,149.26,167000000.0,164920000.0,1.03,0.40409999999999996,0.1325,28.5,17.52
1718314,towerstream,towerstream.com,1999.0,internet,201 - 500,middletown, rhode island, united states,united states,linkedin.com/company/towerstream,106,321,2.5,63,40,12,TWER,78880.0,35460000.0,NaN,NaN,NaN,0.0,NaN,1.44,12.58,-0.415,-0.147,-0.1008,NaN,24600000.0,62.38,-0.111,18890000.0,2820000.0,-10210000.0,-25.888,NaN,4170000.0,10.58,39340000.0,NaN,-1790000.0,-2750000.0,-1.92,-0.6324000000000001,0.1325,2.99,0.2
3183456,evergreen,evr.gr,2013.0,financial services,201 - 500,berlin, berlin, germany,germany,linkedin.com/company/evergreen,69,88,3.8,63,42,5,EGRN,7910000.0,7940000.0,NaN,NaN,NaN,NaN,NaN,NaN,-20.05,0.0,0.0,-100.133,NaN,NaN,NaN,NaN,NaN,-395830.0,-583380.0,-0.019,NaN,4740.0,0.0,35000.0,NaN,-73270.0,218010.0,-5.58,0.0,0.1325,0.51,0.3
6059246,daybreak,daybreakdirect.com,2004.0,marketing and advertising,51 - 200,austin, texas, united states,united states,linkedin.com/company/daybreak,53,82,2.8,63,62,7,DBRM,347960.0,3110000.0,0.03,NaN,NaN,0.49,NaN,4.39,-11.1,15.6373,-0.4739,-0.2285,NaN,708570.0,0.01,-0.248,593910.0,-279790.0,10950000.0,0.204,NaN,13190.0,0.0,2800000.0,NaN,-7510.0,-4780000.0,11.22,-0.25,0.1325,0.038,0.002
